Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House Age,Remodel Age,Price per SqFt,Risk Level
2602,535380010,70,4,60.0,7200,1,0,3,3,0,4,0,20,2,2,0,5,6,8,1915,1950,1,0,8,8,3,0.0,3,0,1,4,4,3,4,338.0,5,0.0,325.0,663.0,1,0,1,4,774,821,0,1595,0.0,0.0,2,0,3,1,4,7,7,1,2,5,1974.0,2,2.0,528.0,4,4,2,49,0,231,0,0,0,3,4,3,0,4,2006,9,4,155500,91,56,97.4921630094044,Medium Risk
2603,535380130,50,4,60.0,10818,1,0,3,3,0,4,0,20,2,2,0,0,4,4,1910,1950,1,0,12,13,3,0.0,3,4,0,1,4,3,5,0.0,5,0.0,1077.0,1077.0,1,4,1,0,981,779,0,1760,0.0,0.0,1,1,4,1,4,7,7,1,4,5,1935.0,2,2.0,648.0,1,4,2,120,0,96,0,0,0,3,4,3,0,2,2006,0,0,80000,96,56,45.45454545454545,High Risk
2604,535381060,50,4,60.0,10410,1,0,3,3,0,0,0,20,0,2,0,0,3,4,1915,1950,1,0,13,14,3,0.0,3,4,2,4,4,3,5,0.0,5,0.0,672.0,672.0,1,4,1,4,694,520,0,1214,0.0,0.0,1,0,3,1,4,6,7,0,5,5,1998.0,2,3.0,936.0,4,4,2,216,0,160,0,0,0,3,2,3,0,1,2006,9,3,105000,91,56,86.49093904448105,High Risk
2605,535382020,190,4,60.0,10800,1,2,3,3,0,0,0,20,2,2,1,0,5,4,1900,1970,1,0,13,14,3,0.0,3,1,1,4,1,3,1,664.0,5,0.0,290.0,954.0,1,4,0,0,1766,648,0,2414,0.0,0.0,2,0,3,2,4,10,4,1,2,1,1970.0,2,2.0,520.0,4,1,0,142,0,0,0,0,0,3,4,3,0,5,2006,3,4,160000,106,36,66.28003314001657,High Risk
2606,535382130,50,4,60.0,10800,1,0,3,3,0,4,0,20,2,2,0,0,5,8,1936,1989,1,0,13,14,3,0.0,3,4,1,1,4,3,0,626.0,5,0.0,170.0,796.0,1,2,1,4,1096,370,0,1466,0.0,1.0,2,0,3,1,2,7,2,1,4,1,1950.0,2,2.0,566.0,4,4,2,436,21,0,0,0,0,3,4,2,500,4,2006,9,4,170000,70,17,115.96180081855388,Medium Risk
2607,535401140,20,4,84.0,8658,1,2,3,3,0,4,0,15,2,2,0,2,6,5,1965,1965,1,0,13,14,1,101.0,3,4,1,4,4,3,4,643.0,5,0.0,445.0,1088.0,1,0,1,4,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,7,1,4,1,1965.0,1,2.0,440.0,4,4,2,0,138,0,0,0,0,3,1,3,0,12,2006,9,0,160000,41,41,120.84592145015104,Medium Risk
2608,535402070,80,4,85.0,13400,1,2,3,3,0,4,0,15,2,2,0,7,5,5,1966,1966,1,0,12,13,1,1047.0,3,4,1,4,4,0,0,516.0,1,128.0,380.0,1024.0,1,4,1,4,1086,0,0,1086,1.0,0.0,1,0,3,1,4,6,7,1,2,1,1966.0,1,2.0,484.0,4,4,2,0,0,0,0,0,0,3,1,3,0,6,2006,9,4,159950,40,40,147.28360957642727,Medium Risk
2609,535402100,80,4,83.0,10184,1,2,3,3,0,4,0,15,2,2,0,7,6,5,1963,1963,1,0,6,6,1,379.0,3,4,1,4,4,0,0,580.0,5,0.0,503.0,1083.0,1,4,1,4,1146,0,0,1146,0.0,1.0,1,0,3,1,4,6,7,1,2,1,1963.0,2,1.0,294.0,4,4,2,345,75,0,0,0,0,3,4,3,0,6,2006,9,4,165000,43,43,143.97905759162305,Medium Risk
2610,535402220,50,4,77.0,9786,1,2,0,0,0,4,0,15,2,2,0,0,6,7,1962,1981,1,0,13,14,3,0.0,3,4,1,4,4,3,4,600.0,5,0.0,312.0,912.0,1,4,1,4,1085,649,0,1734,0.0,0.0,1,1,3,1,2,7,7,1,2,1,1962.0,1,2.0,440.0,4,4,2,0,0,0,0,128,0,3,0,3,0,6,2006,9,4,159000,44,25,91.6955017301038,High Risk
2611,535402230,20,4,77.0,9510,1,2,3,3,0,4,0,15,2,2,0,2,6,5,1962,1985,1,0,6,6,0,161.0,3,4,1,4,4,3,0,701.0,5,0.0,434.0,1135.0,1,0,1,4,1207,0,0,1207,0.0,0.0,1,1,3,1,4,6,7,0,5,1,1962.0,1,1.0,264.0,4,4,2,0,240,0,0,0,0,3,4,3,0,5,2006,9,4,147000,44,21,121.78956089478044,Medium Risk
2612,535403040,20,4,66.0,7800,1,2,0,3,0,4,0,15,2,2,0,2,5,5,1964,1964,1,0,13,14,3,0.0,3,4,1,4,4,3,4,312.0,3,600.0,0.0,912.0,1,4,1,4,912,0,0,912,0.0,0.0,1,0,2,1,4,5,7,0,5,1,1964.0,2,1.0,288.0,4,4,2,0,0,0,0,0,0,3,4,3,0,11,2006,9,0,115000,42,42,126.09649122807018,Medium Risk
2613,535403150,20,4,79.0,8910,1,2,3,3,0,0,0,15,2,2,0,2,6,6,1959,1959,3,0,3,3,3,0.0,3,4,1,4,4,2,0,655.0,5,0.0,0.0,655.0,1,0,1,4,1194,0,0,1194,0.0,1.0,1,0,3,1,4,6,7,1,1,3,1954.0,0,2.0,539.0,4,4,2,0,0,192,0,0,0,3,4,3,0,7,2006,9,4,159500,47,47,133.58458961474037,Medium Risk
2614,535403200,20,4,60.0,7332,1,2,3,3,0,4,0,15,2,2,0,2,6,6,1959,1959,1,0,14,15,1,207.0,3,4,1,4,4,3,1,414.0,5,0.0,450.0,864.0,1,0,1,4,864,0,0,864,1.0,0.0,1,0,2,1,2,4,7,0,5,1,1959.0,2,1.0,288.0,4,4,2,168,0,0,0,0,0,3,4,3,0,10,2006,9,0,120000,47,47,138.88888888888889,Medium Risk
2615,535404080,20,4,73.0,7100,1,2,0,3,0,0,0,15,2,2,0,2,5,7,1957,1957,1,0,14,15,3,0.0,3,4,1,4,4,3,2,708.0,5,0.0,108.0,816.0,1,4,1,0,816,0,0,816,1.0,0.0,1,0,2,1,4,5,7,0,5,5,1957.0,2,1.0,308.0,4,4,2,0,0,0,0,0,0,3,4,3,0,7,2006,9,4,129900,49,49,159.19117647058823,Medium Risk
2616,535425040,20,4,80.0,10800,1,2,3,3,0,4,0,15,3,2,0,2,6,6,1961,1992,1,0,6,6,1,104.0,3,4,1,4,4,3,4,913.0,5,0.0,400.0,1313.0,1,4,1,4,1773,0,0,1773,1.0,0.0,2,0,3,1,4,6,3,2,4,1,1961.0,1,2.0,418.0,4,4,2,355,98,0,0,144,0,3,4,3,0,8,2006,9,4,183000,45,14,103.21489001692048,Low Risk
2617,535425050,20,4,86.0,11650,1,2,3,3,0,0,0,15,3,2,0,2,7,5,1959,1959,3,0,9,10,0,58.0,3,4,3,5,5,4,6,0.0,6,0.0,0.0,0.0,1,2,1,0,1472,0,0,1472,0.0,0.0,2,0,2,1,2,5,7,1,2,1,1959.0,2,2.0,484.0,4,4,2,0,68,0,0,227,0,3,4,3,0,6,2006,9,4,157500,47,47,106.99728260869566,Low Risk
2619,535426195,20,4,47.0,16321,1,2,0,3,0,1,0,15,2,2,0,2,5,6,1957,1997,1,0,8,8,3,0.0,3,4,1,4,4,1,1,1277.0,5,0.0,207.0,1484.0,1,4,1,4,1600,0,0,1600,1.0,0.0,1,0,2,1,4,6,7,2,2,1,1957.0,1,1.0,319.0,4,4,2,288,258,0,0,0,0,3,4,3,0,12,2006,9,4,207500,49,9,129.6875,Low Risk
2620,535450100,50,4,60.0,12144,1,2,3,3,0,4,0,15,2,2,0,0,4,6,1950,1950,1,0,2,14,3,0.0,3,4,1,4,4,3,4,455.0,5,0.0,455.0,910.0,1,2,1,4,910,611,0,1521,0.0,0.0,1,1,3,1,2,6,3,0,5,5,1950.0,2,1.0,597.0,1,4,2,199,0,168,0,0,0,3,4,3,0,9,2006,9,4,147500,56,56,96.97567389875084,High Risk
2621,535450180,50,4,60.0,10800,1,2,3,3,0,4,0,15,2,2,0,0,4,4,1949,1950,1,0,0,0,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,720.0,720.0,1,4,0,0,720,472,0,1192,0.0,0.0,1,1,4,1,4,6,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,0,0,0,0,0,3,4,3,0,12,2006,9,0,135000,57,56,113.255033557047,High Risk
2622,535451190,20,4,60.0,7200,1,2,3,3,0,4,0,15,2,2,0,2,5,7,1950,1950,3,0,13,14,3,0.0,3,4,1,5,5,4,6,0.0,6,0.0,0.0,0.0,1,4,1,1,1040,0,0,1040,0.0,0.0,1,0,2,1,4,5,7,0,5,5,1950.0,2,2.0,625.0,4,4,2,0,0,0,0,0,0,3,4,3,0,6,2006,9,4,109500,56,56,105.28846153846152,Medium Risk
2623,535451210,20,4,60.0,7200,1,2,3,3,0,4,0,15,2,2,0,2,4,5,1950,1950,1,0,3,14,3,0.0,3,4,3,5,5,4,6,0.0,6,0.0,0.0,0.0,1,4,1,0,1040,0,0,1040,0.0,0.0,1,0,2,1,4,4,7,0,5,5,1950.0,2,2.0,420.0,4,4,2,0,29,0,0,0,0,3,4,3,0,7,2006,9,4,109900,56,56,105.67307692307692,High Risk
2624,535453160,20,4,70.0,7560,1,2,3,3,0,4,0,15,2,2,0,2,5,5,1959,1959,1,0,3,14,3,0.0,3,4,1,4,4,3,3,369.0,5,0.0,671.0,1040.0,1,4,1,0,1040,0,0,1040,0.0,0.0,1,0,3,1,4,6,7,0,5,1,1959.0,1,1.0,286.0,4,4,2,140,0,252,0,0,0,3,1,3,0,7,2006,9,4,133700,47,47,128.55769230769232,Medium Risk
2625,535454030,90,4,60.0,8544,1,2,3,3,0,0,0,15,2,2,2,2,3,4,1950,1950,1,0,3,11,3,0.0,3,4,3,5,5,4,6,0.0,6,0.0,0.0,0.0,5,1,0,1,1040,0,0,1040,0.0,0.0,2,0,2,2,4,6,7,0,5,5,1950.0,2,2.0,400.0,4,1,2,0,0,0,0,0,0,3,4,3,0,12,2006,9,4,81400,56,56,78.26923076923077,High Risk
2626,535454050,90,4,73.0,8544,1,2,3,3,0,4,0,15,2,2,2,2,3,4,1949,1950,1,0,11,12,1,340.0,3,4,3,5,5,4,6,0.0,6,0.0,0.0,0.0,5,1,0,0,1040,0,0,1040,0.0,0.0,2,0,2,2,4,6,7,0,5,5,1949.0,2,2.0,400.0,4,4,2,0,0,0,0,0,0,3,4,3,0,5,2006,9,4,87500,57,56,84.13461538461539,High Risk
2627,535454060,90,4,60.0,8544,1,2,3,3,0,4,0,15,2,2,2,2,3,4,1950,1950,1,0,11,11,3,0.0,3,4,1,5,5,4,6,0.0,6,0.0,0.0,0.0,1,2,0,1,1040,0,0,1040,0.0,0.0,2,0,2,2,4,6,7,0,5,5,1949.0,2,2.0,400.0,4,4,2,0,0,0,0,0,0,3,4,3,0,7,2006,9,4,93500,56,56,89.90384615384616,High Risk
2628,535456010,90,4,75.0,8512,1,2,3,3,0,0,0,15,2,2,2,2,5,5,1960,1960,3,0,3,3,3,0.0,3,4,1,4,1,3,5,0.0,5,0.0,1556.0,1556.0,1,4,1,4,1556,0,0,1556,0.0,0.0,2,0,4,2,4,8,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,0,0,0,0,0,3,4,3,0,9,2006,9,4,119000,46,46,76.47814910025707,High Risk
2629,535456020,20,4,70.0,7945,1,2,3,3,0,4,0,15,2,2,0,2,5,6,1959,1959,1,0,3,14,3,0.0,3,4,1,4,4,3,0,179.0,1,506.0,465.0,1150.0,1,0,1,0,1150,0,0,1150,1.0,0.0,1,0,3,1,4,6,7,0,5,1,1959.0,1,1.0,300.0,4,4,2,0,0,0,0,0,0,3,4,3,0,5,2006,9,4,141000,47,47,122.6086956521739,Medium Risk
2630,535457070,20,4,70.0,7000,1,2,3,3,0,4,0,15,2,2,0,2,5,4,1961,1961,3,0,3,3,3,0.0,3,4,1,4,4,3,2,781.0,5,0.0,369.0,1150.0,1,4,1,4,1150,0,0,1150,0.0,0.0,1,0,3,1,4,6,7,0,5,1,1961.0,1,1.0,288.0,4,4,2,0,0,0,0,162,0,3,4,3,0,7,2006,9,4,146000,45,45,126.95652173913044,High Risk
2631,535477060,60,4,69.0,7590,1,2,3,3,0,4,0,15,4,2,0,5,6,5,1966,1966,1,0,12,13,1,266.0,3,4,1,4,4,3,1,512.0,5,0.0,148.0,660.0,1,4,1,4,660,688,0,1348,0.0,0.0,1,1,3,1,4,6,7,1,1,1,1966.0,1,2.0,453.0,4,4,2,188,108,0,0,0,0,3,4,3,0,7,2006,9,4,155000,40,40,114.98516320474778,High Risk
2632,535478010,85,4,69.0,10205,1,2,0,3,0,4,0,15,2,2,0,6,5,5,1962,1962,1,0,8,8,3,0.0,3,4,1,4,4,0,1,784.0,5,0.0,141.0,925.0,1,4,1,4,999,0,0,999,1.0,0.0,1,0,3,1,4,6,7,0,5,1,1962.0,2,1.0,300.0,4,4,2,150,72,0,0,0,0,3,4,3,0,5,2006,9,4,134500,44,44,134.63463463463464,Medium Risk
2633,535478070,20,4,74.0,7400,1,2,3,3,0,0,0,15,0,2,0,2,7,6,1962,1962,1,0,13,14,3,0.0,3,4,1,4,4,3,3,809.0,5,0.0,236.0,1045.0,1,2,1,4,1045,0,0,1045,1.0,0.0,1,0,3,1,4,6,7,0,5,5,1962.0,2,2.0,528.0,4,4,2,0,0,0,0,0,0,3,4,3,0,3,2006,9,4,120000,44,44,114.83253588516746,Medium Risk
2634,535478090,20,4,70.0,7000,1,2,3,3,0,4,0,15,0,2,0,2,5,6,1962,1962,1,0,13,14,3,0.0,3,4,1,4,4,3,1,468.0,5,0.0,396.0,864.0,1,2,1,4,864,0,0,864,0.0,1.0,1,0,3,1,4,5,7,0,5,1,1962.0,2,1.0,336.0,4,4,2,0,0,0,0,0,0,3,1,3,0,2,2006,9,4,105000,44,44,121.52777777777776,Medium Risk
2635,535478110,190,4,70.0,7000,1,2,3,3,0,4,0,15,0,2,1,6,5,5,1962,1962,1,0,8,8,3,0.0,3,4,1,4,4,0,0,953.0,5,0.0,72.0,1025.0,1,4,1,4,1025,0,0,1025,1.0,0.0,1,0,3,1,4,6,7,0,5,6,0.0,3,0.0,0.0,5,5,2,96,80,0,0,0,0,3,4,3,0,3,2006,9,4,124000,44,44,120.97560975609755,Medium Risk
2636,902100110,70,5,62.0,9856,1,0,3,3,0,0,0,20,2,2,0,5,5,8,1900,2005,3,0,5,5,3,0.0,2,2,2,1,4,3,5,0.0,5,0.0,716.0,716.0,1,0,1,0,1007,1007,0,2014,0.0,0.0,2,0,5,1,4,8,7,0,5,5,1900.0,2,2.0,624.0,4,4,2,0,72,167,0,0,0,3,4,3,0,6,2006,9,4,169000,106,1,83.91261171797419,High Risk
2637,902100130,70,5,57.0,9906,1,0,3,3,0,4,0,20,2,2,0,5,4,4,1925,1950,1,0,8,8,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,686.0,686.0,1,1,0,4,810,518,0,1328,0.0,0.0,1,0,3,1,4,8,7,0,5,5,1940.0,2,1.0,210.0,4,4,2,0,172,60,0,0,0,3,4,3,0,9,2006,9,3,107000,81,56,80.57228915662651,High Risk
2638,902101050,50,5,60.0,9600,1,0,3,3,0,4,0,20,2,2,0,0,5,6,1948,1950,1,0,8,8,2,264.0,3,4,1,4,4,3,4,276.0,5,0.0,936.0,1212.0,1,2,1,0,1226,442,0,1668,1.0,0.0,1,0,3,1,4,6,7,0,5,5,1948.0,2,1.0,240.0,4,4,2,0,0,140,0,0,0,3,4,3,0,5,2006,9,4,135000,58,56,80.93525179856115,High Risk
2639,902103090,50,5,60.0,5520,1,2,3,3,0,0,0,20,2,2,0,0,4,6,1920,1980,1,0,13,14,3,0.0,3,4,2,4,1,3,3,284.0,5,0.0,863.0,1147.0,1,4,0,4,1147,510,0,1657,0.0,0.0,1,0,4,1,1,9,7,1,4,5,1920.0,2,1.0,162.0,1,1,0,0,0,0,0,0,0,3,4,3,0,7,2006,9,4,111500,86,26,67.29028364514183,High Risk
2640,902104020,50,5,60.0,9600,1,0,3,3,0,4,0,20,2,2,0,0,6,8,1900,2004,1,0,13,14,3,0.0,3,4,0,4,4,3,4,381.0,5,0.0,399.0,780.0,1,0,1,4,940,476,0,1416,0.0,1.0,1,0,3,1,2,7,7,0,5,5,1956.0,2,2.0,400.0,4,4,2,0,24,0,0,0,0,3,4,3,0,6,2006,9,4,156500,106,2,110.5225988700565,Medium Risk
2641,902106040,70,5,60.0,9600,1,0,3,3,0,4,0,20,2,2,0,5,7,7,1925,1990,1,0,13,14,3,0.0,3,4,0,4,2,3,3,16.0,5,0.0,712.0,728.0,1,0,1,4,832,809,0,1641,0.0,1.0,1,1,3,1,0,6,7,1,2,5,1925.0,2,2.0,546.0,1,4,2,0,0,234,0,0,0,3,4,3,0,8,2006,9,4,178000,81,16,108.4704448507008,Low Risk
2642,902106090,70,5,58.0,6451,1,0,3,3,0,4,0,20,2,2,0,5,7,7,1900,1970,1,0,0,14,3,0.0,3,4,4,4,4,3,4,208.0,5,0.0,504.0,712.0,1,2,1,4,848,580,0,1428,1.0,0.0,1,0,4,1,4,7,7,0,5,5,1985.0,0,2.0,576.0,4,4,2,264,0,84,0,0,0,3,4,3,0,5,2006,9,4,139900,106,36,97.96918767507005,Medium Risk
2643,902108060,70,5,66.0,3960,1,0,3,3,0,4,0,20,2,2,0,5,7,8,1930,1950,1,0,13,14,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,502.0,502.0,1,4,0,4,502,502,0,1004,0.0,0.0,1,0,2,1,2,5,7,1,3,5,1930.0,2,1.0,200.0,1,4,0,280,0,68,0,0,0,3,2,3,0,7,2006,9,4,105000,76,56,104.58167330677291,Medium Risk
2644,902109010,30,5,70.0,5684,1,2,3,3,0,4,0,20,2,2,0,2,6,8,1930,2005,3,0,13,14,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,813.0,813.0,1,0,1,0,813,0,0,813,0.0,0.0,1,0,2,1,2,5,7,0,5,5,1932.0,2,1.0,270.0,1,1,0,0,113,0,0,0,0,3,4,3,0,6,2006,9,4,110000,76,1,135.30135301353013,Medium Risk
2645,902110120,190,5,56.0,7745,1,0,3,3,0,4,0,20,2,2,1,0,4,6,1900,1950,1,0,8,8,3,0.0,2,4,2,4,4,3,5,0.0,5,0.0,938.0,938.0,1,2,0,4,1084,867,0,1951,0.0,0.0,2,0,4,2,1,9,7,0,5,5,1993.0,2,2.0,576.0,4,4,1,0,6,28,0,0,0,3,4,3,0,4,2006,9,4,111500,106,56,57.15017939518196,High Risk
2646,902110130,30,5,56.0,7741,1,0,3,3,0,4,0,20,2,2,0,2,6,5,1924,1950,1,0,8,8,3,0.0,3,4,0,4,1,3,1,143.0,4,72.0,817.0,1032.0,1,2,0,0,1032,0,0,1032,0.0,0.0,1,0,2,1,4,5,7,0,5,5,1995.0,2,1.0,280.0,4,4,2,0,0,112,0,0,0,3,2,3,0,6,2006,0,0,108000,82,56,104.65116279069768,High Risk
2647,902111010,30,5,50.0,5633,1,1,3,3,0,4,0,20,2,2,0,2,5,7,1925,1950,1,0,8,12,3,0.0,3,4,0,4,1,3,5,0.0,5,0.0,844.0,844.0,1,4,1,4,844,0,0,844,0.0,0.0,1,0,2,1,4,5,7,0,5,5,1925.0,2,1.0,216.0,4,4,0,50,81,123,0,0,0,3,4,3,0,7,2006,9,4,111500,81,56,132.10900473933648,Medium Risk
2648,902125020,70,5,50.0,9000,1,0,3,3,0,0,0,20,0,2,0,5,5,6,1880,1991,1,0,12,13,3,0.0,3,4,0,1,1,3,5,0.0,5,0.0,636.0,636.0,1,4,1,0,1089,661,0,1750,0.0,0.0,1,0,3,1,0,8,7,0,5,5,1937.0,2,1.0,240.0,1,3,0,0,0,293,0,0,0,3,2,3,0,6,2006,9,0,124000,126,15,70.85714285714286,High Risk
2649,902128020,20,5,60.0,7200,1,0,3,3,0,4,0,20,2,2,0,2,4,5,1950,1950,1,0,8,8,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,576.0,576.0,1,0,1,4,864,0,0,864,0.0,0.0,1,0,2,1,4,5,7,0,5,5,1952.0,1,1.0,528.0,4,4,2,0,0,0,0,115,0,3,4,3,0,8,2006,0,4,105000,56,56,121.52777777777776,Medium Risk
2650,902128100,50,5,40.0,4400,1,2,3,3,0,4,0,20,2,2,0,0,6,8,1920,1950,1,0,11,12,3,0.0,3,4,0,1,4,3,5,0.0,5,0.0,648.0,648.0,1,4,1,0,734,384,0,1118,0.0,0.0,1,0,2,1,4,6,7,0,5,5,1990.0,2,2.0,440.0,4,4,2,0,0,0,0,0,0,3,4,3,0,10,2006,9,4,116000,86,56,103.7567084078712,Medium Risk
2651,902134060,70,5,42.0,7614,1,0,3,3,0,4,1,20,2,2,0,5,3,5,1905,1950,1,0,8,8,3,0.0,3,4,0,4,1,2,5,0.0,5,0.0,738.0,738.0,1,2,1,0,714,662,0,1376,0.0,0.0,1,0,2,1,4,7,7,0,5,5,1930.0,2,1.0,216.0,4,4,0,0,0,104,0,225,0,3,4,3,0,3,2006,9,4,96900,101,56,70.42151162790698,High Risk
2652,902204060,190,5,50.0,6000,1,2,3,3,0,4,0,20,2,2,1,2,5,7,1955,1955,3,0,13,14,3,0.0,3,4,1,4,4,0,2,576.0,5,0.0,384.0,960.0,1,4,1,0,960,0,0,960,1.0,0.0,1,0,3,1,4,5,7,0,5,5,1976.0,2,2.0,576.0,4,4,2,0,0,0,0,0,0,3,4,3,0,6,2006,9,4,135500,51,51,141.14583333333334,Medium Risk
2653,902204120,50,5,50.0,6000,1,2,3,3,0,4,0,20,2,2,0,0,5,7,1924,1950,1,0,8,8,1,145.0,3,2,2,4,4,3,5,0.0,5,0.0,816.0,816.0,1,0,1,4,816,750,0,1566,0.0,0.0,1,1,5,1,2,7,7,0,5,5,1976.0,2,2.0,450.0,4,4,2,24,0,296,0,0,0,3,2,3,0,8,2006,9,4,139000,82,56,88.76117496807151,High Risk
2654,902206020,30,5,52.0,7830,1,2,3,3,0,4,0,20,2,2,0,2,3,5,1921,1950,1,0,0,0,3,0.0,3,4,0,1,4,3,3,416.0,5,0.0,76.0,492.0,1,4,1,4,492,0,0,492,1.0,0.0,1,0,1,1,4,3,7,0,5,5,1921.0,2,1.0,200.0,1,4,0,0,0,78,0,0,0,3,4,3,0,6,2006,9,4,61500,85,56,125.0,Medium Risk
2655,902206090,50,5,56.0,9576,1,2,3,3,0,4,0,20,2,2,0,0,6,7,1945,1950,1,0,12,13,3,0.0,3,4,1,1,4,3,4,310.0,5,0.0,460.0,770.0,1,4,1,4,885,297,0,1182,0.0,0.0,1,1,3,1,4,5,7,0,5,5,1945.0,2,1.0,378.0,1,4,2,0,0,0,0,0,0,3,1,3,0,5,2006,9,4,120000,61,56,101.5228426395939,Medium Risk
2656,902207080,20,5,49.0,5820,1,2,3,3,0,4,0,20,2,2,0,2,3,8,1955,2005,1,0,12,13,3,0.0,3,2,1,4,4,3,0,256.0,5,0.0,906.0,1162.0,1,0,1,4,1163,0,0,1163,1.0,0.0,1,0,3,1,4,6,7,0,5,1,1955.0,2,1.0,220.0,1,4,2,142,98,0,0,0,0,3,4,3,0,7,2006,9,4,126175,51,1,108.49097162510748,Medium Risk
2657,902207110,30,5,48.0,5747,1,2,3,3,0,4,0,20,2,2,0,2,3,4,1920,1950,1,0,13,14,3,0.0,3,4,2,4,4,3,5,0.0,5,0.0,798.0,798.0,1,2,1,4,840,0,0,840,0.0,0.0,1,0,2,1,1,5,7,0,5,5,1938.0,2,1.0,250.0,4,1,0,112,0,0,0,0,0,3,4,3,0,6,2006,9,4,64000,86,56,76.19047619047619,High Risk
2658,902301120,190,5,69.0,9142,1,0,3,3,0,4,0,20,2,2,1,5,6,8,1910,1950,1,0,0,0,3,0.0,3,1,4,1,4,3,5,0.0,5,0.0,1020.0,1020.0,1,2,0,2,908,1020,0,1928,0.0,0.0,2,0,4,2,1,9,7,0,5,5,1910.0,2,1.0,440.0,3,3,2,0,60,112,0,0,0,3,4,3,0,4,2006,9,4,137000,96,56,71.05809128630706,High Risk
2659,902305090,70,5,60.0,9600,1,0,3,3,0,4,0,20,2,2,0,5,4,2,1900,1950,1,0,0,12,3,0.0,3,4,0,4,1,3,5,0.0,5,0.0,1095.0,1095.0,2,1,0,4,1095,679,0,1774,1.0,0.0,2,0,4,2,4,8,3,0,5,0,1920.0,2,3.0,779.0,1,1,0,0,0,90,0,0,0,3,4,3,0,5,2006,9,4,87000,106,56,49.041713641488165,High Risk
2660,902325050,75,5,60.0,10800,1,2,3,3,0,4,0,20,2,2,0,4,7,7,1914,1970,1,0,13,14,3,0.0,3,4,0,2,4,2,4,390.0,5,0.0,490.0,880.0,2,1,0,4,880,888,0,1768,0.0,0.0,1,1,2,1,4,6,7,2,4,5,1914.0,2,2.0,320.0,4,4,0,0,341,0,0,0,0,3,4,3,0,10,2006,9,4,163000,92,36,92.1945701357466,Low Risk
2661,902325100,75,5,70.0,6300,1,2,3,3,0,0,0,20,2,2,0,4,7,6,1910,2005,1,0,13,14,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,1226.0,1226.0,1,0,1,4,1226,878,0,2104,0.0,0.0,2,0,5,1,4,9,7,0,5,5,1910.0,2,2.0,432.0,1,4,1,0,341,88,0,0,0,3,4,3,0,7,2006,9,4,155000,96,1,73.66920152091255,High Risk
2662,902325160,50,5,63.0,5000,1,2,3,3,0,0,0,20,2,2,0,0,5,4,1900,1950,1,0,13,14,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,540.0,540.0,1,2,0,0,889,551,0,1440,0.0,0.0,1,0,3,1,4,6,7,0,5,1,1940.0,2,1.0,352.0,1,4,2,0,0,77,0,0,0,3,4,3,0,4,2006,9,4,79000,106,56,54.86111111111112,High Risk
2663,902328100,75,5,65.0,8850,1,2,0,0,0,0,0,20,2,2,0,4,7,6,1916,1950,1,0,8,8,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,815.0,815.0,1,0,1,4,815,875,0,1690,0.0,0.0,1,0,3,1,4,7,7,1,2,5,1916.0,2,1.0,225.0,4,4,2,0,0,330,0,0,0,3,4,3,0,7,2006,5,4,144000,90,56,85.20710059171597,High Risk
2664,902329070,70,5,60.0,3600,1,0,3,3,0,4,0,20,2,2,0,5,6,7,1910,1993,1,0,12,13,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,684.0,684.0,1,0,0,0,684,684,0,1368,0.0,0.0,1,0,3,1,4,7,7,0,5,5,1930.0,2,1.0,216.0,4,1,0,0,158,0,0,0,0,3,4,3,0,10,2006,9,4,114504,96,13,83.70175438596492,High Risk
