Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House Age,Remodel Age,Price per SqFt
2244,911128010,20,1,65.0,6565,1,2,3,3,0,0,0,11,2,2,0,2,4,6,1957,1980,1,0,8,8,3,0.0,3,4,1,4,4,3,2,967.0,5,0.0,106.0,1073.0,1,2,1,0,1073,0,0,1073,1.0,0.0,1,0,3,1,4,6,7,0,5,5,1985.0,2,2.0,720.0,4,4,2,0,444,0,0,0,0,3,4,3,0,8,2007,9,0,140000,50,27,130.47530288909599
2245,911128020,30,1,60.0,6060,1,2,3,3,0,4,0,11,2,2,0,2,5,9,1930,2007,3,0,8,8,3,0.0,2,4,0,4,4,3,0,737.0,5,0.0,100.0,837.0,1,0,1,4,1001,0,0,1001,0.0,0.0,1,0,2,1,2,5,7,0,5,5,1930.0,2,1.0,216.0,4,3,0,154,0,42,86,0,0,3,4,3,0,11,2007,9,4,124900,77,0,124.77522477522477
2247,911370460,120,5,44.0,4750,1,2,0,1,0,4,1,6,2,2,4,2,8,5,2006,2007,3,0,12,13,2,481.0,2,4,2,2,4,1,2,1573.0,5,0.0,0.0,1573.0,1,0,1,4,1625,0,0,1625,1.0,1.0,2,0,2,1,2,5,7,1,2,1,2006.0,0,2.0,538.0,4,4,2,123,0,0,0,153,0,3,4,3,0,12,2007,9,3,235000,1,0,144.6153846153846
2248,914452090,85,4,74.0,12150,1,2,0,0,0,1,0,14,2,2,0,6,6,6,1979,1979,1,0,6,15,3,0.0,3,4,1,2,4,0,2,1001.0,5,0.0,0.0,1001.0,1,4,1,4,1299,0,0,1299,1.0,0.0,2,0,2,1,2,5,7,1,3,3,1979.0,1,2.0,486.0,4,4,2,84,0,222,0,0,0,3,2,3,0,1,2007,9,4,183500,28,28,141.26250962278675
2249,914452120,85,4,74.0,7540,1,2,0,3,0,1,0,14,2,2,0,6,6,6,1978,1978,1,0,12,13,3,0.0,3,4,1,2,4,0,2,773.0,5,0.0,115.0,888.0,1,0,1,4,912,0,0,912,1.0,0.0,1,0,2,1,4,5,7,1,4,1,1978.0,1,2.0,470.0,4,4,2,0,0,0,0,192,0,3,2,3,0,6,2007,9,4,156000,29,29,171.05263157894737
2250,914452190,20,4,71.0,9187,1,2,3,0,0,0,0,14,2,2,0,2,6,5,1983,1983,1,0,12,13,3,0.0,3,2,2,4,4,3,0,336.0,5,0.0,748.0,1084.0,1,4,1,4,1080,0,0,1080,0.0,0.0,1,1,3,1,4,5,7,0,5,1,1983.0,2,2.0,484.0,4,4,2,120,0,158,0,0,0,3,4,3,0,6,2007,9,4,134000,24,24,124.07407407407408
2251,914460020,20,4,80.0,10000,1,2,3,3,0,4,0,14,2,2,0,2,5,5,2002,2002,1,0,12,13,1,166.0,2,4,2,2,4,3,2,585.0,5,0.0,856.0,1441.0,1,0,1,4,1392,0,0,1392,0.0,0.0,2,0,3,1,2,6,7,1,2,1,2002.0,0,3.0,650.0,4,4,2,168,49,0,0,0,0,3,4,3,0,12,2007,9,4,215000,5,5,154.45402298850576
2252,914460110,20,4,44.0,12864,1,2,0,3,0,1,0,14,2,2,0,2,7,5,2002,2002,1,0,12,13,3,0.0,2,4,2,2,4,3,2,1392.0,5,0.0,17.0,1409.0,1,0,1,4,1409,0,0,1409,1.0,0.0,1,1,1,1,2,4,7,1,2,1,2002.0,1,2.0,576.0,4,4,2,0,144,0,0,145,0,3,4,3,0,7,2007,9,4,245000,5,5,173.88218594748048
2253,914476330,20,4,74.0,9928,1,2,0,3,0,1,0,14,2,2,0,2,7,5,1991,1992,1,0,6,6,3,0.0,3,4,2,2,4,3,2,1239.0,5,0.0,215.0,1454.0,1,4,1,4,1478,0,0,1478,1.0,0.0,2,0,3,1,4,6,7,1,4,1,1991.0,2,2.0,506.0,4,4,2,114,22,0,0,0,0,3,4,3,0,5,2007,9,4,210000,16,15,142.08389715832206
2254,914478020,80,4,74.0,8750,1,2,0,3,0,4,0,14,2,2,0,7,7,6,1975,1975,1,0,9,10,2,50.0,3,4,1,4,4,0,4,224.0,2,530.0,98.0,852.0,1,4,1,4,918,0,0,918,0.0,1.0,1,0,3,0,4,4,7,0,5,1,1975.0,2,1.0,360.0,4,4,2,192,84,0,0,0,0,3,4,3,0,3,2007,9,4,148000,32,32,161.22004357298474
2255,914478100,85,4,82.0,8410,1,2,0,3,0,0,0,14,2,2,0,6,6,6,1974,1974,1,0,9,10,3,0.0,3,4,1,2,4,0,0,924.0,5,0.0,46.0,970.0,1,4,1,4,1026,0,0,1026,1.0,0.0,1,0,2,1,4,5,7,1,3,1,1974.0,2,2.0,528.0,4,4,2,193,0,0,0,0,0,3,4,3,0,4,2007,9,4,143000,33,33,139.37621832358676
2256,916226090,120,4,46.0,4054,1,2,0,3,0,4,0,26,2,2,4,2,7,6,1987,1987,1,0,12,13,1,352.0,2,4,0,2,4,0,2,949.0,5,0.0,552.0,1501.0,1,0,1,4,1501,0,0,1501,1.0,0.0,2,0,2,1,2,5,7,2,4,1,1987.0,0,2.0,512.0,4,4,2,240,0,0,0,0,0,3,4,3,0,10,2007,9,4,244000,20,20,162.5582944703531
2257,916253320,120,5,,9763,1,2,0,3,0,4,0,10,2,2,4,2,7,5,1998,1998,1,0,13,14,1,239.0,2,4,2,2,4,3,2,1102.0,0,72.0,328.0,1502.0,1,0,1,4,1502,0,0,1502,1.0,0.0,1,1,1,1,2,5,7,1,4,1,1998.0,0,1.0,286.0,4,4,2,0,0,0,0,0,0,3,4,3,0,9,2007,9,4,330000,9,9,219.70705725699068
2258,916326040,20,4,115.0,16905,1,2,3,3,0,4,0,26,2,2,0,2,5,6,1959,1959,1,0,12,13,3,0.0,3,2,1,4,4,1,1,967.0,5,0.0,383.0,1350.0,1,2,1,4,1328,0,0,1328,0.0,1.0,1,1,2,1,4,5,7,2,2,1,1959.0,1,1.0,308.0,4,4,1,0,104,0,0,0,0,3,4,3,0,7,2007,9,4,170000,48,48,128.0120481927711
2260,916384050,20,4,67.0,8368,1,2,0,1,0,4,0,26,2,2,0,2,7,5,2006,2007,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,1689.0,1689.0,1,0,1,4,1689,0,0,1689,0.0,0.0,2,0,3,1,2,7,7,0,5,1,2007.0,0,2.0,433.0,4,4,2,100,39,0,0,0,0,3,4,3,0,4,2007,6,5,231713,1,0,137.1894612196566
2261,916384070,20,4,68.0,8298,1,2,0,1,0,4,0,26,2,2,0,2,8,5,2006,2007,3,0,12,13,3,0.0,2,4,2,2,4,0,2,583.0,5,0.0,963.0,1546.0,1,0,1,4,1564,0,0,1564,0.0,0.0,2,0,2,1,0,6,7,1,2,1,2207.0,1,2.0,502.0,4,4,2,132,0,0,0,0,0,3,4,3,0,9,2007,6,5,267300,1,0,170.9079283887468
2262,916384080,20,4,64.0,9037,1,2,0,1,0,4,0,26,2,2,0,2,8,5,2006,2006,3,0,12,13,1,32.0,2,4,2,2,4,0,2,428.0,5,0.0,1048.0,1476.0,1,0,1,4,1484,0,0,1484,0.0,0.0,2,0,2,1,0,6,7,1,2,1,2006.0,1,2.0,472.0,4,4,2,120,33,0,0,0,0,3,4,3,0,12,2007,9,4,265900,1,1,179.177897574124
2263,916384150,20,4,89.0,10991,1,2,0,1,0,4,0,26,2,2,0,2,8,5,2007,2007,1,0,12,13,1,80.0,2,4,2,2,4,1,5,0.0,5,0.0,1571.0,1571.0,1,0,1,4,1571,0,0,1571,0.0,0.0,2,0,3,1,2,7,7,1,2,1,2007.0,0,3.0,722.0,4,4,2,100,36,0,0,0,0,3,4,3,0,12,2007,6,5,239000,0,0,152.1323997453851
2264,916386170,20,4,67.0,10656,1,2,0,1,0,4,0,26,2,2,0,2,8,5,2006,2007,1,0,12,13,2,274.0,2,4,2,2,4,0,5,0.0,5,0.0,1638.0,1638.0,1,0,1,4,1646,0,0,1646,0.0,0.0,2,0,3,1,2,6,7,1,2,1,2007.0,1,3.0,870.0,4,4,2,192,80,0,0,0,0,3,4,3,0,11,2007,6,5,248900,1,0,151.2150668286756
2265,916403040,20,4,42.0,10331,1,2,3,3,0,1,0,26,2,2,0,2,7,7,1985,1985,1,0,9,10,3,0.0,3,4,1,2,4,3,0,215.0,1,80.0,970.0,1265.0,1,2,1,4,1240,0,0,1240,0.0,1.0,2,0,3,1,2,6,7,0,5,1,1985.0,2,2.0,528.0,4,4,2,232,0,0,0,0,0,3,4,3,0,7,2007,9,4,174000,22,22,140.32258064516128
2266,916403290,50,4,44.0,13758,1,2,0,3,0,1,0,26,2,2,0,0,7,5,1990,1991,1,0,6,6,1,117.0,2,2,1,2,4,2,3,902.0,5,0.0,254.0,1156.0,1,0,1,4,1187,530,0,1717,0.0,0.0,2,1,3,1,2,7,7,1,4,1,1990.0,1,2.0,400.0,4,4,2,168,36,0,0,0,0,3,4,3,0,4,2007,9,4,187500,17,16,109.20209668025626
2267,916455010,60,4,82.0,9303,1,2,0,3,0,0,0,26,2,2,0,5,6,5,1996,1997,3,0,12,13,1,42.0,2,4,2,0,4,3,0,742.0,5,0.0,130.0,872.0,1,0,1,4,888,868,0,1756,1.0,0.0,2,1,3,1,4,7,7,0,5,1,1996.0,0,2.0,422.0,4,4,2,144,122,0,0,0,0,3,4,3,0,7,2007,9,4,204000,11,10,116.17312072892939
2268,916455050,20,4,82.0,6718,1,2,0,3,0,4,0,26,2,2,0,2,8,5,2001,2001,1,0,12,13,1,86.0,2,4,2,0,4,2,2,250.0,5,0.0,1017.0,1267.0,1,0,1,4,1312,0,0,1312,0.0,0.0,2,0,2,1,2,5,7,0,5,1,2001.0,2,2.0,471.0,4,4,2,256,28,0,0,0,0,3,4,3,0,1,2007,9,4,180500,6,6,137.5762195121951
2269,916455110,80,4,73.0,9590,1,2,0,3,0,0,0,26,2,2,0,7,7,5,2003,2003,1,0,12,13,1,442.0,2,4,2,0,4,0,2,786.0,5,0.0,82.0,868.0,1,0,1,4,1146,0,0,1146,1.0,0.0,2,0,3,1,2,6,7,1,2,1,2003.0,0,2.0,438.0,4,4,2,160,22,0,0,0,0,3,4,3,0,5,2007,9,4,187500,4,4,163.61256544502618
2270,916455150,20,4,80.0,11305,1,2,3,3,0,4,0,26,2,2,0,2,8,5,2002,2002,3,0,12,13,1,886.0,2,4,2,2,4,0,2,1329.0,5,0.0,593.0,1922.0,1,0,1,4,1922,0,0,1922,1.0,0.0,2,0,2,1,2,6,7,1,0,1,2002.0,0,3.0,692.0,4,4,2,201,64,0,0,0,0,3,4,3,0,4,2007,9,4,282000,5,5,146.72216441207075
2271,916460020,20,4,82.0,7777,1,2,0,3,0,4,0,26,2,2,0,2,6,5,1996,1996,1,0,12,13,1,203.0,2,4,2,0,4,3,5,0.0,5,0.0,1491.0,1491.0,1,0,1,4,1491,0,0,1491,0.0,0.0,2,0,3,1,4,7,7,1,4,1,1996.0,0,2.0,571.0,4,4,2,0,35,0,0,0,0,3,4,3,0,11,2007,9,4,178000,11,11,119.38296445338699
2272,916475020,20,4,85.0,14536,1,2,3,3,0,4,0,26,2,2,0,2,8,5,2002,2003,3,0,12,13,1,236.0,2,4,2,2,4,0,2,1300.0,5,0.0,316.0,1616.0,1,0,1,4,1629,0,0,1629,1.0,0.0,2,0,3,1,2,9,7,1,2,1,2002.0,0,3.0,808.0,4,4,2,0,252,0,0,0,0,3,4,3,0,11,2007,9,4,270000,5,4,165.74585635359117
2273,916477060,60,4,82.0,11800,1,2,0,3,0,4,0,26,2,2,0,5,7,5,2003,2004,1,0,12,13,1,94.0,2,4,2,2,4,1,2,766.0,5,0.0,356.0,1122.0,1,0,1,4,1146,1340,0,2486,1.0,0.0,3,1,5,1,2,10,7,1,2,3,2003.0,0,2.0,452.0,4,4,2,143,32,0,0,0,0,3,4,3,0,7,2007,9,4,279900,4,3,112.59050683829444
2275,921126010,20,4,93.0,15306,1,2,0,1,0,0,0,26,2,2,0,2,8,5,2006,2007,1,0,12,13,2,100.0,2,4,2,0,4,1,2,80.0,5,0.0,1652.0,1732.0,1,0,1,4,1776,0,0,1776,1.0,0.0,2,0,3,1,2,7,7,1,2,1,2006.0,0,3.0,712.0,4,4,2,0,0,0,0,0,0,3,4,3,0,5,2007,6,5,283463,1,0,159.60754504504504
2277,921205070,60,4,88.0,12665,1,2,0,3,0,4,0,26,2,2,0,5,8,5,2005,2006,3,0,12,13,1,245.0,2,4,2,2,2,1,5,0.0,5,0.0,1094.0,1094.0,1,0,1,4,1133,1349,0,2482,0.0,0.0,2,1,4,1,2,9,7,1,2,3,2005.0,0,3.0,642.0,4,4,2,144,39,0,0,0,0,3,4,3,0,2,2007,9,4,281213,2,1,113.30096696212732
2278,923202134,20,4,70.0,8402,1,2,3,3,0,4,0,14,1,2,0,2,5,5,2007,2007,1,0,12,13,3,0.0,3,4,2,2,4,3,0,206.0,5,0.0,914.0,1120.0,1,0,1,4,1120,0,0,1120,0.0,0.0,1,0,3,1,4,6,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,30,0,0,0,0,3,4,3,0,12,2007,6,5,147000,0,0,131.25
2280,923203010,120,5,62.0,6710,1,2,0,3,0,3,0,14,2,2,4,6,6,5,1996,1997,1,0,12,13,1,134.0,3,4,2,0,4,0,4,16.0,2,904.0,0.0,920.0,1,0,1,4,936,0,0,936,2.0,0.0,0,1,0,1,4,3,7,0,5,1,1996.0,0,2.0,460.0,4,4,2,0,40,0,0,0,0,3,4,3,0,6,2007,9,4,140000,11,10,149.57264957264957
2284,923225040,120,5,44.0,4224,1,2,3,3,0,4,0,13,2,2,4,2,5,7,1976,1976,1,0,5,5,3,0.0,3,4,2,2,4,3,2,840.0,5,0.0,200.0,1040.0,1,4,1,4,1060,0,0,1060,1.0,0.0,1,0,3,1,4,6,7,1,4,1,1976.0,2,2.0,572.0,4,4,2,100,110,0,0,0,0,3,4,3,0,6,2007,9,4,129900,31,31,122.54716981132076
2285,923225050,120,5,44.0,4224,1,2,3,3,0,4,0,13,2,2,4,2,5,5,1976,1976,1,0,5,5,3,0.0,3,4,2,2,4,3,0,874.0,5,0.0,268.0,1142.0,1,4,1,4,1142,0,0,1142,1.0,0.0,1,1,3,1,4,6,7,1,3,1,1976.0,0,2.0,528.0,4,4,2,536,90,0,0,0,0,3,2,3,0,8,2007,9,4,134000,31,31,117.33800350262698
2286,923226300,160,5,21.0,1504,1,2,3,3,0,4,0,13,2,2,3,5,4,4,1972,1972,1,0,5,5,3,0.0,3,4,1,4,4,3,1,252.0,5,0.0,294.0,546.0,1,4,1,4,546,546,0,1092,0.0,0.0,1,1,3,1,4,5,7,0,5,1,1972.0,2,1.0,253.0,4,4,2,0,0,0,0,0,0,3,4,3,0,5,2007,9,4,85500,35,35,78.2967032967033
2287,923228200,180,5,21.0,1533,1,2,3,3,0,4,0,13,2,2,3,7,4,5,1970,1970,1,0,5,5,3,0.0,3,4,1,2,4,0,2,503.0,5,0.0,27.0,530.0,1,4,1,4,530,462,0,992,1.0,0.0,1,0,2,1,4,4,7,0,5,3,1970.0,0,1.0,297.0,4,4,2,112,97,0,0,0,0,3,4,3,0,7,2007,9,4,106500,37,37,107.35887096774194
2288,923228220,160,5,21.0,1495,1,2,3,3,0,4,0,13,2,2,4,5,4,6,1970,1970,1,0,5,5,1,189.0,3,4,1,4,4,3,0,384.0,5,0.0,162.0,546.0,1,0,1,4,546,546,0,1092,0.0,0.0,1,1,3,1,4,5,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,64,0,0,0,0,3,4,3,0,5,2007,9,4,93900,37,37,85.98901098901099
2289,923228250,160,5,21.0,2001,1,2,3,3,0,4,0,13,2,2,3,5,4,5,1970,1970,1,0,5,5,1,80.0,3,4,1,4,4,3,5,0.0,5,0.0,546.0,546.0,1,1,1,4,546,546,0,1092,0.0,0.0,1,1,3,1,4,6,7,0,5,1,1970.0,2,1.0,286.0,4,4,2,0,0,0,0,0,0,3,4,3,0,1,2007,9,4,75000,37,37,68.68131868131869
2290,923228290,180,5,21.0,1936,1,2,3,3,0,4,0,13,2,2,3,6,4,6,1970,1970,1,0,5,5,3,0.0,3,4,1,2,4,0,1,131.0,2,499.0,0.0,630.0,1,2,1,4,630,0,0,630,1.0,0.0,1,0,1,1,4,3,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,0,0,0,0,0,3,2,3,0,12,2007,9,4,84500,37,37,134.12698412698413
2291,923228390,160,5,21.0,1890,1,2,3,3,0,4,0,13,2,2,3,5,4,3,1976,1976,1,0,5,5,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,546.0,546.0,1,0,1,4,546,546,0,1092,0.0,0.0,1,1,3,1,4,6,7,0,5,1,1976.0,2,1.0,286.0,4,4,2,0,0,0,0,0,0,3,1,3,0,4,2007,0,4,75190,31,31,68.85531135531136
2292,923229010,80,4,74.0,11333,1,2,0,3,0,0,0,14,2,2,0,7,6,5,1976,1976,1,0,6,6,3,0.0,3,4,2,2,4,0,0,539.0,5,0.0,490.0,1029.0,1,4,1,4,1062,0,0,1062,1.0,0.0,1,0,3,1,4,5,7,2,4,1,1976.0,1,2.0,539.0,4,4,2,120,0,0,0,0,0,3,4,3,0,5,2007,9,4,146800,31,31,138.2297551789077
2293,923229040,85,4,72.0,9129,1,2,3,3,0,4,0,14,2,2,0,6,5,5,1977,1977,1,0,9,10,1,144.0,3,4,2,2,4,0,2,923.0,5,0.0,0.0,923.0,1,4,1,4,1008,0,0,1008,1.0,0.0,1,0,1,1,2,4,7,1,1,1,1977.0,0,2.0,678.0,4,4,2,201,66,0,0,0,0,3,2,3,0,7,2007,9,4,153500,30,30,152.28174603174602
2294,923229100,80,4,74.0,15957,1,2,0,2,0,0,1,14,2,2,0,7,6,6,1977,1977,1,0,6,10,3,0.0,3,4,2,2,4,1,2,1148.0,5,0.0,96.0,1244.0,1,4,1,4,1356,0,0,1356,2.0,0.0,2,0,3,1,4,6,7,1,4,1,1977.0,0,2.0,528.0,4,4,2,1424,0,0,0,0,0,3,2,3,0,9,2007,9,4,188000,30,30,138.64306784660766
2296,923230010,60,4,68.0,8286,1,2,0,3,0,0,0,14,2,2,0,5,5,7,1977,1977,1,0,9,10,3,0.0,3,4,2,2,4,3,4,531.0,5,0.0,185.0,716.0,1,0,1,4,716,716,0,1432,1.0,0.0,1,1,3,1,4,6,7,1,2,1,1977.0,0,2.0,531.0,4,4,2,0,136,0,0,240,0,3,0,3,0,6,2007,9,4,157000,30,30,109.63687150837988
2297,923230120,85,4,50.0,6723,1,2,3,3,0,4,0,14,2,2,0,6,5,7,1971,1971,1,0,13,6,3,0.0,3,4,1,2,4,0,2,796.0,5,0.0,0.0,796.0,1,4,1,4,796,0,0,796,0.0,1.0,1,0,2,1,4,5,7,0,5,6,0.0,3,0.0,0.0,5,5,2,129,0,0,0,0,0,3,1,3,0,9,2007,9,4,138000,36,36,173.36683417085428
2298,923230180,85,4,54.0,7244,1,2,3,3,0,4,0,14,2,2,0,6,5,7,1970,1970,1,0,12,13,3,0.0,3,2,1,2,4,0,0,619.0,5,0.0,149.0,768.0,1,0,1,4,768,0,0,768,1.0,0.0,1,0,2,1,4,5,7,0,5,5,1987.0,2,2.0,624.0,4,4,2,104,0,0,0,0,0,3,4,3,0,4,2007,9,4,129500,37,37,168.61979166666666
2300,923252080,20,4,69.0,7599,1,2,3,3,0,0,0,14,2,2,0,2,4,6,1982,2006,1,0,6,10,3,0.0,3,4,1,4,4,3,0,565.0,5,0.0,280.0,845.0,1,4,1,4,845,0,0,845,1.0,0.0,1,0,2,1,4,4,7,0,5,5,1987.0,2,2.0,360.0,4,4,2,0,0,0,0,0,0,3,4,3,0,6,2007,9,4,129500,25,1,153.25443786982248
2301,923275010,20,4,74.0,11000,1,2,1,3,0,0,0,14,2,2,0,2,5,6,1976,2003,1,0,9,10,3,0.0,3,4,2,2,4,3,3,1090.0,5,0.0,0.0,1090.0,1,4,1,4,1178,0,0,1178,1.0,0.0,1,1,3,1,4,6,7,0,5,1,1976.0,2,2.0,502.0,4,4,2,0,44,0,0,88,0,3,2,3,0,6,2007,9,4,135000,31,4,114.60101867572156
2302,923275200,20,4,76.0,8314,1,2,3,3,0,0,0,14,2,2,0,2,5,7,1982,1982,1,0,6,7,3,0.0,3,4,1,4,4,1,0,546.0,5,0.0,270.0,816.0,1,4,1,4,816,0,0,816,0.0,0.0,1,0,2,1,4,5,7,0,5,1,1982.0,2,1.0,264.0,4,4,2,168,0,0,0,0,0,3,4,3,0,6,2007,9,4,124500,25,25,152.5735294117647
2303,923276180,20,4,65.0,11625,1,2,0,3,0,4,0,14,2,2,0,2,5,7,1983,1983,1,0,6,6,3,0.0,3,4,1,2,4,3,0,596.0,5,0.0,220.0,816.0,1,4,1,4,816,0,0,816,1.0,0.0,1,0,2,1,4,4,7,0,5,1,1983.0,0,1.0,264.0,4,4,2,330,0,0,0,0,0,3,2,3,0,5,2007,9,4,139000,24,24,170.34313725490196
2304,923400150,20,4,63.0,10712,1,2,3,3,0,4,0,14,2,2,0,2,5,5,1991,1992,1,0,6,6,3,0.0,3,4,2,2,4,2,1,212.0,5,0.0,762.0,974.0,1,4,1,4,974,0,0,974,0.0,0.0,1,0,3,1,4,5,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,28,0,0,0,0,3,2,3,0,9,2007,7,0,93500,16,15,95.99589322381931
2305,923425030,20,4,62.0,10447,1,2,3,3,0,4,0,14,2,2,0,2,5,6,1984,1984,1,0,9,6,3,0.0,3,4,1,4,4,3,0,516.0,5,0.0,348.0,864.0,1,4,1,4,887,0,0,887,0.0,1.0,1,0,3,1,4,5,7,0,5,1,1984.0,1,1.0,288.0,4,4,2,140,0,0,0,0,0,3,4,3,0,12,2007,9,4,124500,23,23,140.3607666290868
2306,526302030,20,4,73.0,11027,1,2,0,3,0,4,0,15,2,2,0,2,6,5,1954,1954,3,0,13,14,2,28.0,3,4,1,4,4,3,1,468.0,4,539.0,171.0,1178.0,1,2,1,4,1293,0,0,1293,1.0,0.0,2,0,2,1,4,5,7,0,5,1,1954.0,1,2.0,452.0,4,4,2,280,0,0,0,0,0,3,4,3,0,5,2006,9,4,149900,52,52,115.93194122196442
2307,526302040,20,4,85.0,10533,1,2,0,3,0,4,0,15,2,2,0,2,6,6,1956,1956,3,0,12,13,1,244.0,3,2,1,4,4,3,4,773.0,5,0.0,235.0,1008.0,1,4,1,4,1024,0,0,1024,1.0,0.0,1,0,2,1,2,5,7,2,4,1,1956.0,2,1.0,313.0,4,4,2,0,0,0,0,280,0,3,4,3,0,8,2006,9,4,157500,50,50,153.80859375
2308,526302120,20,4,73.0,11765,1,2,0,3,0,0,0,15,2,2,0,2,5,5,1957,1957,1,0,13,14,2,302.0,3,4,1,4,4,2,4,1127.0,5,0.0,490.0,1617.0,1,1,1,4,1797,0,0,1797,0.0,0.0,1,1,3,1,4,7,7,1,4,1,1957.0,2,3.0,963.0,4,4,2,0,0,0,0,0,0,3,4,3,0,6,2006,9,4,169000,49,49,94.04563160823595
2310,526354020,20,4,90.0,11727,1,2,3,3,0,0,0,15,2,2,0,2,7,6,1969,1969,1,0,6,6,1,434.0,3,2,1,4,4,2,5,0.0,5,0.0,1851.0,1851.0,1,2,1,4,1851,0,0,1851,0.0,0.0,2,0,3,1,4,8,7,1,4,1,1969.0,0,2.0,506.0,4,4,2,0,146,0,0,0,0,3,4,3,0,3,2006,9,4,192100,37,37,103.7817396002161
2311,527105060,60,4,60.0,8238,1,2,0,3,0,4,0,8,2,2,0,5,6,5,1997,1998,1,0,12,13,3,0.0,3,4,2,4,4,3,2,700.0,5,0.0,113.0,813.0,1,0,1,4,813,712,0,1525,1.0,0.0,2,1,3,1,4,6,7,1,4,1,1997.0,0,2.0,400.0,4,4,2,421,72,0,0,0,0,3,4,3,0,5,2006,9,4,183500,9,8,120.32786885245902
2312,527106010,60,4,64.0,13006,1,2,0,3,0,0,0,8,2,2,0,5,7,5,1997,1997,1,0,6,6,1,285.0,3,4,2,2,4,3,5,0.0,5,0.0,964.0,964.0,1,2,1,4,993,1243,0,2236,0.0,0.0,2,1,4,1,2,8,7,1,4,3,1997.0,0,2.0,642.0,4,4,2,0,0,0,0,0,0,3,4,3,0,11,2006,9,4,222000,9,9,99.28443649373882
2313,527107020,60,4,64.0,13041,1,2,1,3,0,4,0,8,2,2,0,5,6,5,1995,1995,1,0,6,6,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,781.0,781.0,1,2,1,4,781,890,0,1671,0.0,0.0,2,1,3,1,4,7,7,1,4,1,1995.0,0,2.0,423.0,4,4,2,0,84,0,0,0,0,3,4,3,0,2,2006,9,4,170000,11,11,101.73548773189707
2314,527107030,60,4,64.0,13031,1,2,1,3,0,0,0,8,2,2,0,5,6,5,1995,1996,1,0,6,6,3,0.0,3,4,2,2,4,3,0,592.0,5,0.0,99.0,691.0,1,2,1,4,691,807,0,1498,0.0,0.0,2,1,3,1,4,6,7,1,4,1,1995.0,0,2.0,409.0,4,4,2,315,44,0,0,0,0,3,4,3,0,7,2006,9,4,187500,11,10,125.16688918558077
2315,527107120,60,4,54.0,9783,1,2,0,3,0,4,0,8,2,2,0,5,6,5,1996,1996,1,0,6,6,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,821.0,821.0,1,2,1,4,821,955,0,1776,0.0,0.0,2,1,3,1,4,7,7,1,4,3,1996.0,0,2.0,443.0,4,4,2,286,116,0,0,0,0,3,4,3,0,5,2006,9,4,202000,10,10,113.73873873873873
2316,527107240,60,4,70.0,11207,1,2,0,1,0,2,0,8,2,2,0,5,6,5,1997,1997,1,0,12,13,3,0.0,3,4,2,2,4,0,2,714.0,5,0.0,88.0,802.0,1,2,1,4,802,709,0,1511,1.0,0.0,2,1,3,1,4,8,7,1,4,1,1997.0,0,2.0,413.0,4,4,2,95,75,0,0,0,0,3,4,3,0,6,2006,9,4,185000,9,9,122.43547319655858
2318,527108020,20,4,50.0,14859,1,2,0,1,0,1,0,8,2,2,0,2,7,5,2006,2006,3,0,12,13,1,27.0,2,4,2,2,4,3,5,0.0,5,0.0,1670.0,1670.0,1,0,1,4,1670,0,0,1670,0.0,0.0,2,0,3,1,2,7,7,1,2,1,2006.0,1,3.0,690.0,4,4,2,144,60,0,0,0,0,3,4,3,0,8,2006,6,5,240000,0,0,143.7125748502994
